Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Tuition fees up to date,Curricular units 1st sem (grade),Age at enrollment,Admission grade,Curricular units 2nd sem (evaluations),Previous qualification (grade),Course,Curricular units 1st sem (evaluations),Father's occupation,Mother's occupation,GDP,Application mode,Mother's qualification,Father's qualification,Scholarship holder,Debtor,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Previous qualification,Displaced,Curricular units 2nd sem (without evaluations),Curricular units 1st sem (without evaluations),Inflation rate,Unemployment rate,Gender,Application order,Target
0,0.0,0,0,0.0,38,96.0,5,120.0,9991,5,5,5,3.51,39,1,1,0,0,5,5,1,1,0,0,1.4,8.9,1,1,Dropout
5,14.16666667,5,1,14.0,45,168.2,6,120.0,9991,6,3,9,1.79,39,37,3,0,0,5,5,1,0,0,0,0.5,12.4,1,1,Non-Dropout
4,12.25,2,0,10.0,43,140.0,12,110.0,9773,16,10,9,1.74,39,37,37,0,1,6,6,1,0,0,0,1.4,10.8,1,1,Dropout
6,13.125,6,1,13.83333333,19,137.4,8,144.0,9070,6,9,9,1.74,17,38,1,0,0,6,6,1,1,0,0,1.4,10.8,1,4,Non-Dropout
1,11.0,2,0,11.0,49,150.0,5,133.1,9991,8,4,4,-4.06,39,19,19,0,0,5,5,19,0,0,0,2.8,15.5,1,1,Dropout
7,11.63571429,7,1,11.63571429,43,100.5,8,133.1,9500,8,7,9,1.74,39,37,38,0,0,8,8,19,1,0,0,1.4,10.8,1,1,Non-Dropout
0,0.0,4,1,12.25,34,148.5,5,133.1,8014,6,9,9,2.02,39,37,38,0,0,5,6,1,0,0,0,0.6,11.1,1,1,Dropout
5,11.28571429,4,1,12.5,18,123.3,11,138.0,9119,9,5,5,1.79,17,19,19,0,1,5,5,1,1,0,0,0.5,12.4,1,5,Non-Dropout
5,13.66666667,5,1,13.8,43,138.7,6,120.0,9991,5,4,1,1.74,39,38,38,0,0,5,5,1,0,0,0,1.4,10.8,1,1,Non-Dropout
1,11.0,3,1,12.0,21,117.2,9,120.0,9254,8,8,9,-4.06,1,19,1,0,0,6,6,1,0,0,0,2.8,15.5,1,2,Dropout
4,12.5,3,1,11.0,40,114.3,8,160.0,9991,9,99,99,0.32,39,34,34,0,0,5,5,1,0,1,0,2.6,7.6,1,1,Non-Dropout
6,11.55555556,4,1,13.75,19,125.3,10,134.0,9670,7,5,5,1.74,17,19,37,1,0,6,6,1,1,0,0,1.4,10.8,1,1,Non-Dropout
4,11.25,6,1,10.66666667,27,97.0,8,133.1,9254,6,1,1,1.74,1,37,37,0,0,6,6,1,0,0,0,1.4,10.8,1,1,Non-Dropout
2,13.15,0,1,0.0,43,140.0,13,110.0,9556,7,6,9,-0.92,42,37,37,0,0,8,7,1,0,0,0,0.3,16.2,1,1,Dropout
5,15.4,5,1,13.83333333,31,124.0,7,130.0,9991,6,9,9,-3.12,43,37,37,0,0,5,5,1,0,0,0,-0.8,9.4,1,1,Non-Dropout
0,0.0,0,1,0.0,26,140.0,7,140.0,9003,6,134,134,3.51,44,38,1,0,1,6,6,39,1,0,0,1.4,8.9,1,1,Non-Dropout
5,16.8,5,1,15.8,34,127.0,5,150.0,9991,5,103,175,3.51,39,37,38,0,0,5,5,1,0,0,0,1.4,8.9,1,1,Non-Dropout
12,12.52608696,12,1,12.52608696,30,110.0,26,100.0,9500,26,0,0,0.32,43,34,34,0,0,14,14,19,0,1,1,2.6,7.6,1,1,Non-Dropout
0,0.0,6,1,12.78333333,36,170.0,11,133.1,9500,9,8,7,-0.92,39,38,38,0,0,8,7,19,0,0,0,0.3,16.2,1,1,Dropout
1,10.0,0,0,0.0,46,120.0,5,120.0,9991,5,7,6,2.02,7,37,37,0,1,5,5,3,0,0,0,0.6,11.1,1,1,Dropout
3,10.66666667,3,1,13.0,22,130.0,8,133.1,9085,8,9,5,0.32,17,1,19,0,0,5,5,1,0,0,0,2.6,7.6,1,1,Non-Dropout
0,0.0,0,1,0.0,27,130.0,10,130.0,9003,8,9,5,-0.92,7,1,19,0,0,6,6,3,0,0,0,0.3,16.2,1,1,Dropout
3,12.0,5,1,10.8,20,122.5,9,126.0,9119,7,192,141,3.51,1,1,38,0,0,5,5,1,1,0,0,1.4,8.9,1,2,Non-Dropout
3,10.0,5,1,11.0,20,115.7,7,130.0,9147,7,8,9,3.51,51,19,38,0,0,5,5,1,0,0,0,1.4,8.9,1,1,Non-Dropout
0,0.0,0,0,0.0,31,120.0,5,140.0,9119,4,90,90,-1.7,42,19,19,0,1,5,4,1,0,0,0,3.7,12.7,1,1,Dropout
0,0.0,0,1,0.0,20,166.0,5,140.0,9119,7,9,9,-3.12,1,37,19,0,1,5,5,1,1,0,0,-0.8,9.4,1,1,Non-Dropout
0,0.0,2,0,12.0,21,132.8,0,145.0,9773,10,8,90,1.74,17,1,38,0,0,6,6,1,1,0,0,1.4,10.8,1,1,Dropout
2,11.0,4,1,10.75,21,100.0,10,133.1,9147,7,7,9,-0.92,17,19,19,0,0,5,5,1,0,3,0,0.3,16.2,1,1,Dropout
4,13.5,5,1,11.6,19,121.8,10,127.0,9147,8,10,9,-0.92,1,1,4,0,0,5,5,1,0,3,0,0.3,16.2,1,1,Non-Dropout
4,11.6,5,1,11.8,20,109.5,8,114.0,9147,6,4,4,3.51,17,19,19,1,0,5,5,1,1,0,0,1.4,8.9,1,4,Non-Dropout
6,15.16666667,6,1,16.0,18,138.3,6,140.0,9003,7,4,9,1.79,1,38,1,0,0,6,6,1,0,0,0,0.5,12.4,1,1,Non-Dropout
6,11.5,6,1,12.66666667,18,131.6,6,140.0,9773,6,3,4,-0.92,1,1,1,1,0,6,6,1,0,0,0,0.3,16.2,1,2,Non-Dropout
6,13.5,4,1,14.4,30,125.3,9,120.0,9500,12,123,144,1.79,39,1,2,0,1,7,7,1,0,0,0,0.5,12.4,1,1,Non-Dropout
0,0.0,0,0,0.0,34,101.5,6,133.1,9254,6,1,3,-4.06,39,19,19,0,1,6,6,19,0,0,0,2.8,15.5,1,1,Dropout
4,13.4,4,0,12.25,21,109.1,9,115.0,9670,11,171,191,2.02,17,19,19,0,1,6,6,1,0,0,0,0.6,11.1,1,1,Non-Dropout
8,12.75,5,1,12.6,20,123.9,10,123.9,9070,9,7,9,-0.92,44,37,1,0,0,9,7,39,0,1,0,0.3,16.2,1,1,Dropout
7,13.4,7,1,13.4,18,143.0,8,157.0,9500,8,9,9,-1.7,1,37,37,0,0,8,8,1,0,0,0,3.7,12.7,1,1,Non-Dropout
0,0.0,0,1,0.0,21,126.3,0,127.0,171,0,3,4,-0.92,1,1,1,0,1,0,0,1,1,0,0,0.3,16.2,1,1,Dropout
0,0.0,1,1,10.0,26,113.3,6,120.0,9003,9,2,2,1.79,42,3,1,0,0,6,6,1,0,0,0,0.5,12.4,1,1,Dropout
0,0.0,0,1,0.0,20,119.9,5,130.0,9119,5,3,7,-3.12,17,38,19,0,1,5,5,1,1,5,0,-0.8,9.4,1,1,Dropout
4,11.2,3,1,11.25,25,140.0,14,140.0,9003,16,9,1,-4.06,44,1,38,0,0,6,6,39,0,0,0,2.8,15.5,1,1,Dropout
0,0.0,0,1,0.0,19,108.0,5,109.0,9670,10,4,4,0.32,17,1,1,0,0,5,5,1,0,0,0,2.6,7.6,1,1,Non-Dropout
1,14.0,3,1,10.66666667,24,100.0,5,143.0,9147,8,1,4,-3.12,39,19,5,0,0,5,5,1,1,0,1,-0.8,9.4,1,2,Dropout
5,13.4,4,1,11.75,20,132.4,5,125.0,9130,7,2,2,0.32,1,3,3,0,0,5,5,1,0,0,0,2.6,7.6,1,1,Non-Dropout
0,0.0,0,1,0.0,20,137.1,5,136.0,9147,5,5,9,-1.7,1,1,3,0,0,5,5,1,0,0,0,3.7,12.7,1,1,Dropout
6,14.125,6,1,12.66666667,18,138.1,8,157.0,9070,6,6,9,1.74,5,3,1,0,0,6,6,1,1,0,0,1.4,10.8,0,3,Non-Dropout
7,12.04285714,7,1,11.95,25,130.0,15,160.0,9556,14,2,9,-1.7,39,19,3,0,0,8,7,1,0,0,0,3.7,12.7,0,1,Non-Dropout
6,15.66666667,5,1,14.0,22,109.7,6,116.0,9254,7,6,9,2.02,17,38,37,0,0,6,6,1,1,0,0,0.6,11.1,0,1,Non-Dropout
0,0.0,0,0,0.0,41,128.2,12,113.0,8014,6,6,0,-3.12,43,37,37,0,0,6,6,1,0,0,6,-0.8,9.4,0,1,Dropout
0,0.0,2,1,11.5,19,117.8,10,130.0,9147,11,9,7,-1.7,1,37,38,1,1,5,5,1,0,0,0,3.7,12.7,0,2,Dropout
5,12.8,6,1,12.0,21,150.0,12,150.0,9130,10,4,3,0.79,43,3,3,0,0,6,6,1,1,0,0,-0.3,13.9,0,1,Non-Dropout
6,16.66666667,6,1,16.42857143,30,160.0,7,110.0,9085,7,5,5,0.79,39,1,1,0,1,6,6,1,1,0,0,-0.3,13.9,0,1,Dropout
7,13.20714286,5,1,13.336,21,104.5,9,101.0,9500,9,9,9,2.02,1,38,38,1,0,8,7,1,1,0,0,0.6,11.1,0,5,Non-Dropout
0,0.0,0,1,0.0,26,112.8,8,110.0,9556,7,9,9,1.74,39,19,38,1,0,8,7,1,0,6,0,1.4,10.8,0,2,Non-Dropout
6,14.0,7,1,14.66666667,21,100.0,8,133.1,9670,9,4,9,2.02,15,1,1,0,0,6,7,1,0,0,0,0.6,11.1,0,1,Non-Dropout
7,14.11571429,7,1,14.11571429,18,132.5,8,138.0,9500,8,4,3,1.74,1,1,1,0,0,8,8,1,1,0,0,1.4,10.8,0,1,Non-Dropout
6,13.11111111,6,1,14.85714286,19,123.3,10,138.0,9085,7,4,1,1.79,1,3,1,1,0,6,6,1,1,0,0,0.5,12.4,0,4,Non-Dropout
6,13.71428571,6,1,13.83333333,18,128.9,10,141.0,9085,7,8,9,3.51,1,1,38,1,0,6,6,1,1,0,0,1.4,8.9,0,2,Non-Dropout
4,11.75,3,1,11.0,19,128.3,9,129.0,9147,10,2,2,-1.7,17,2,3,0,0,5,5,1,1,0,0,3.7,12.7,0,2,Non-Dropout
3,13.66666667,4,1,11.75,21,100.0,12,127.0,9085,11,5,2,0.79,43,3,3,0,0,6,6,1,0,0,0,-0.3,13.9,0,1,Non-Dropout
2,12.0,2,1,10.0,18,120.1,14,133.0,9147,15,3,9,0.79,17,19,1,1,0,5,5,1,1,0,0,-0.3,13.9,0,2,Dropout
6,12.415,6,1,12.415,24,160.0,15,100.0,9500,15,7,7,1.74,39,37,37,1,0,8,8,1,1,0,0,1.4,10.8,0,1,Non-Dropout
2,10.5,1,1,11.0,21,123.0,9,138.0,9130,12,2,2,-1.7,1,4,5,0,0,5,5,1,1,0,0,3.7,12.7,0,1,Non-Dropout
6,13.42857143,5,1,14.42857143,23,150.0,7,150.0,9085,14,9,9,-0.92,44,19,19,0,0,6,6,39,1,0,0,0.3,16.2,0,1,Non-Dropout
7,14.31285714,7,1,14.31285714,18,124.0,8,129.0,9500,8,7,5,1.74,17,38,19,1,0,8,8,1,1,0,0,1.4,10.8,0,2,Non-Dropout
5,14.5,6,0,15.42857143,26,120.0,7,130.0,9085,8,9,2,2.02,39,4,1,0,0,6,6,1,0,0,0,0.6,11.1,0,1,Non-Dropout
5,13.4,4,1,12.0,20,120.4,6,133.0,9130,9,8,5,-3.12,1,38,38,0,0,5,5,1,1,0,1,-0.8,9.4,0,1,Non-Dropout
6,13.71428571,6,1,13.83333333,18,131.6,7,133.0,9238,7,5,5,2.02,1,4,1,0,0,6,6,1,0,0,0,0.6,11.1,0,1,Non-Dropout
6,12.14285714,6,1,12.16666667,20,104.2,7,107.0,9238,6,10,3,2.02,1,2,12,0,0,6,6,1,1,0,0,0.6,11.1,0,1,Non-Dropout
7,14.01428571,7,1,14.01428571,20,122.0,8,131.0,9500,8,4,4,-1.7,1,19,19,0,0,8,8,1,1,0,0,3.7,12.7,0,1,Non-Dropout
3,13.33333333,2,1,10.33333333,18,110.7,13,118.0,9238,15,10,4,-1.7,17,1,19,0,0,6,6,1,1,0,3,3.7,12.7,0,2,Non-Dropout
5,13.6,5,1,13.2,22,121.7,7,136.0,9773,7,10,9,1.79,1,1,12,1,0,6,6,1,1,0,0,0.5,12.4,0,4,Non-Dropout
6,15.4,6,1,15.4,20,126.0,7,125.0,9500,7,9,9,0.32,1,37,37,0,1,7,7,1,1,0,0,2.6,7.6,0,1,Non-Dropout
8,15.925,7,1,13.38571429,19,128.4,8,137.0,9500,7,9,9,0.79,17,1,37,1,0,8,7,1,1,0,0,-0.3,13.9,0,4,Non-Dropout
4,11.0,6,1,10.85714286,18,134.9,10,144.0,9130,13,4,2,-4.06,1,3,1,0,1,6,6,1,1,0,0,2.8,15.5,0,1,Dropout
5,12.0,5,1,11.33333333,18,143.9,8,146.0,9147,11,6,6,0.79,17,38,37,0,0,5,5,1,0,0,0,-0.3,13.9,0,2,Non-Dropout
5,13.6,4,1,14.5,19,145.0,5,145.0,9085,7,9,9,1.74,1,37,1,1,0,5,5,1,1,0,0,1.4,10.8,0,4,Non-Dropout
6,12.375,6,1,14.16666667,19,132.0,8,126.0,9070,6,9,9,1.74,1,19,38,1,0,6,6,1,1,0,0,1.4,10.8,0,2,Non-Dropout
6,12.0,6,1,12.83333333,24,136.1,8,141.0,8014,7,0,0,0.32,17,34,34,0,0,6,6,1,0,0,0,2.6,7.6,0,1,Non-Dropout
6,14.5,6,1,13.33333333,21,138.9,6,141.0,9238,7,4,4,1.74,1,37,37,0,0,6,6,1,0,0,0,1.4,10.8,0,1,Non-Dropout
6,14.57142857,6,1,13.66666667,20,102.0,7,133.1,9238,7,3,3,2.02,1,1,1,1,0,6,6,1,1,0,0,0.6,11.1,0,1,Non-Dropout
5,11.0,6,0,10.83333333,28,123.0,7,133.1,9254,6,7,4,0.79,39,19,19,1,1,6,6,1,0,0,0,-0.3,13.9,0,1,Dropout
6,13.14285714,6,1,13.42857143,21,137.5,8,127.0,9853,7,8,9,0.32,1,37,19,0,0,6,6,1,1,0,0,2.6,7.6,0,2,Non-Dropout
6,11.80833333,7,1,12.40142857,20,102.2,10,106.0,9500,7,163,191,2.02,1,37,38,0,1,8,7,1,1,0,0,0.6,11.1,1,1,Non-Dropout
0,0.0,0,0,0.0,36,105.3,10,130.0,9003,8,6,2,-0.92,42,3,2,0,0,6,6,1,0,0,0,0.3,16.2,1,1,Dropout
0,0.0,0,0,0.0,42,130.0,0,110.0,9991,4,9,9,-1.7,39,37,37,0,0,5,4,1,0,0,0,3.7,12.7,1,1,Dropout
5,11.6,4,1,11.5,47,122.5,6,150.0,9991,9,7,9,0.32,39,37,37,0,0,5,5,1,0,1,0,2.6,7.6,1,1,Dropout
0,0.0,0,0,0.0,25,112.0,5,160.0,9119,8,7,4,-3.12,39,1,38,0,0,5,5,1,0,0,0,-0.8,9.4,1,1,Dropout
6,13.5,6,1,14.14285714,25,110.0,6,170.0,9670,8,5,3,-4.06,39,1,37,1,0,6,6,12,0,0,0,2.8,15.5,1,1,Non-Dropout
0,0.0,0,1,0.0,48,149.5,6,133.1,8014,6,8,6,1.79,39,19,37,0,0,5,6,19,0,0,0,0.5,12.4,1,1,Dropout
10,12.8,10,1,13.8,32,141.0,10,120.0,9991,12,7,9,1.74,43,38,38,1,0,10,10,1,0,0,0,1.4,10.8,1,1,Non-Dropout
5,13.6,10,1,13.6,38,130.0,10,130.0,9991,10,7,9,3.51,7,38,38,0,0,10,10,40,0,0,0,1.4,8.9,1,1,Dropout
9,11.88888889,15,1,11.73333333,37,130.0,17,130.0,9238,23,5,5,-4.06,7,37,37,0,0,11,16,40,0,0,0,2.8,15.5,1,1,Non-Dropout
1,10.0,1,0,10.0,26,104.0,9,120.0,9147,8,9,9,1.74,39,37,37,0,0,5,5,1,0,0,0,1.4,10.8,1,2,Dropout
0,0.0,0,1,0.0,23,110.0,6,110.0,9085,19,2,2,0.79,44,3,5,0,0,6,6,39,0,0,0,-0.3,13.9,1,1,Dropout
0,0.0,0,1,0.0,23,120.0,8,120.0,9003,6,5,3,-4.06,44,38,19,0,0,6,6,39,0,0,0,2.8,15.5,1,1,Non-Dropout
4,12.0,4,1,10.8,20,130.0,13,130.0,9003,12,6,9,1.79,44,2,3,0,0,6,6,39,0,0,0,0.5,12.4,1,1,Non-Dropout
7,13.30625,6,1,13.04666667,26,127.0,10,150.0,9500,8,7,3,2.02,39,3,38,0,0,8,7,4,1,0,0,0.6,11.1,1,1,Dropout
6,10.83333333,8,1,11.0,45,100.0,10,120.0,8014,13,5,9,-1.7,43,37,37,0,0,7,9,1,0,0,0,3.7,12.7,0,1,Non-Dropout
3,11.66666667,3,1,12.33333333,26,111.0,14,100.0,8014,10,5,5,0.32,39,37,37,1,0,6,6,19,1,0,0,2.6,7.6,0,1,Non-Dropout
7,13.28571429,10,1,11.8,26,130.0,7,133.1,8014,16,90,90,0.32,43,9,9,0,0,7,11,3,0,0,0,2.6,7.6,0,1,Non-Dropout
3,11.25,3,1,11.0,25,130.1,8,130.0,9991,8,9,9,1.74,39,37,37,0,0,5,5,1,0,0,0,1.4,10.8,0,1,Non-Dropout
8,13.11,8,1,13.11,18,127.5,8,145.0,9500,8,4,4,-3.12,16,1,1,0,0,8,8,1,1,0,0,-0.8,9.4,0,4,Non-Dropout
7,14.41428571,7,1,14.41428571,27,130.0,8,130.0,9500,8,7,7,-1.7,7,37,37,0,0,8,8,3,1,0,0,3.7,12.7,0,1,Non-Dropout
0,0.0,0,0,0.0,24,115.0,10,115.0,8014,5,90,5,1.74,17,19,1,0,0,5,5,1,0,0,0,1.4,10.8,0,3,Dropout
5,12.2,5,1,12.33333333,20,126.8,7,124.0,9147,8,10,6,-4.06,17,38,19,0,0,5,5,1,1,0,0,2.8,15.5,0,1,Non-Dropout
1,10.0,0,1,0.0,18,116.7,8,124.0,9500,9,8,9,-4.06,1,1,19,1,0,7,7,1,1,0,0,2.8,15.5,0,1,Dropout
8,13.3125,7,1,14.1,18,128.5,8,134.0,9556,9,7,7,-1.7,17,19,38,1,0,8,7,1,1,0,0,3.7,12.7,0,6,Non-Dropout
8,13.045,8,1,13.045,18,127.5,8,137.0,9500,8,9,9,-3.12,1,37,37,0,0,8,8,1,1,0,0,-0.8,9.4,0,4,Non-Dropout
5,12.858,5,1,12.858,19,117.5,10,124.0,9500,10,8,3,-3.12,1,19,37,0,0,8,8,1,1,3,3,-0.8,9.4,1,1,Non-Dropout
8,14.2525,8,1,14.2525,19,148.8,8,136.0,9500,8,4,4,-3.12,42,1,1,1,0,8,8,1,1,0,0,-0.8,9.4,0,3,Non-Dropout
7,11.24285714,5,1,14.06,19,120.2,9,126.0,9500,9,10,5,1.79,1,12,1,1,0,7,7,1,0,0,0,0.5,12.4,0,4,Non-Dropout
7,15.07571429,7,1,15.07571429,18,127.3,8,142.0,9500,8,5,9,1.74,1,38,37,0,0,8,8,1,1,0,0,1.4,10.8,0,4,Non-Dropout
0,0.0,0,1,0.0,18,136.1,0,141.0,171,0,9,9,-1.7,17,19,37,1,0,0,0,1,1,0,0,3.7,12.7,0,2,Non-Dropout
5,12.6,4,1,13.75,19,122.4,9,129.0,9670,5,5,5,-1.7,43,3,3,0,0,6,5,1,1,0,0,3.7,12.7,0,2,Non-Dropout
12,13.21428571,17,1,13.15,23,130.0,22,130.0,9003,28,9,4,-4.06,7,1,37,0,0,12,17,3,1,0,2,2.8,15.5,0,0,Non-Dropout
5,11.8,5,1,12.33333333,21,121.7,7,136.0,9238,9,7,4,0.79,1,19,19,1,0,6,6,1,1,0,0,-0.3,13.9,0,2,Non-Dropout
8,13.12222222,7,1,13.77857143,18,122.7,10,137.0,9500,8,7,5,-0.92,1,38,38,1,0,8,7,1,1,0,0,0.3,16.2,0,3,Non-Dropout
1,11.0,3,0,10.33333333,20,129.2,14,125.0,9853,12,9,9,1.74,1,34,37,0,1,6,6,1,1,0,0,1.4,10.8,0,1,Dropout
2,11.0,3,1,11.33333333,23,105.0,7,119.0,9773,11,5,5,-0.92,43,19,37,0,0,6,6,1,1,0,0,0.3,16.2,0,1,Non-Dropout
6,12.66666667,5,1,13.2,20,129.9,6,132.0,9238,7,7,9,1.74,1,37,37,0,0,6,6,1,1,0,0,1.4,10.8,0,1,Non-Dropout
6,12.375,6,1,13.57142857,18,136.3,11,152.0,9070,8,7,5,0.79,1,37,37,1,0,6,6,1,0,0,1,-0.3,13.9,0,1,Non-Dropout
7,13.42857143,11,1,12.75,29,114.9,7,125.0,8014,14,7,9,-3.12,1,37,37,0,0,7,11,1,0,0,0,-0.8,9.4,0,1,Non-Dropout
1,12.0,3,1,13.0,28,102.0,15,133.1,9773,11,4,5,0.32,39,38,1,0,0,6,6,9,1,0,0,2.6,7.6,1,1,Dropout
4,11.0,3,1,11.33333333,19,111.3,7,120.0,9670,7,7,7,-3.12,1,37,37,0,0,5,5,1,1,0,0,-0.8,9.4,1,3,Non-Dropout
0,0.0,0,0,0.0,24,130.9,9,148.0,9670,12,7,7,1.74,39,19,19,0,1,6,6,1,0,0,0,1.4,10.8,1,1,Dropout
0,0.0,0,1,0.0,33,100.0,0,133.1,171,0,7,9,-4.06,39,37,37,1,1,0,0,1,0,0,0,2.8,15.5,1,1,Dropout
1,11.0,2,0,12.5,19,112.9,13,115.0,9147,7,7,5,-3.12,17,19,37,0,0,5,5,1,1,0,0,-0.8,9.4,1,1,Dropout
6,14.14285714,6,1,14.85714286,19,112.7,8,120.0,9085,7,3,9,2.02,1,38,19,0,0,6,6,1,0,0,0,0.6,11.1,1,1,Non-Dropout
7,11.57142857,8,1,12.0,37,143.0,8,133.1,8014,13,7,7,-1.7,39,37,37,0,0,7,9,1,0,0,0,3.7,12.7,1,1,Non-Dropout
0,0.0,0,0,0.0,18,155.1,0,168.0,171,0,8,9,-1.7,1,38,37,1,1,0,0,1,1,0,0,3.7,12.7,1,1,Non-Dropout
0,0.0,0,1,0.0,29,127.6,5,130.0,9991,5,9,9,0.32,39,37,37,0,0,5,5,1,0,0,0,2.6,7.6,1,1,Non-Dropout
8,12.6875,7,1,12.82857143,37,146.6,8,133.1,9500,8,3,9,0.79,39,37,37,0,0,8,7,38,0,0,0,-0.3,13.9,1,1,Non-Dropout
0,0.0,0,1,0.0,36,141.0,0,137.0,9500,0,9,9,1.79,39,37,37,0,0,8,7,1,0,0,0,0.5,12.4,1,1,Dropout
5,14.0,6,1,13.33333333,19,120.6,8,123.0,9670,6,7,7,3.51,1,1,38,0,0,6,6,1,1,0,0,1.4,8.9,1,2,Non-Dropout
14,13.07285714,14,1,13.07285714,33,110.0,20,150.0,9500,20,3,9,-3.12,42,19,1,1,0,14,14,1,1,6,6,-0.8,9.4,1,1,Non-Dropout
3,11.0,5,0,12.0,34,108.6,7,120.0,9119,13,7,5,-4.06,42,1,1,0,0,7,7,1,0,0,0,2.8,15.5,1,1,Dropout
6,16.0,6,1,15.5,18,134.9,6,145.0,9254,6,8,3,1.79,1,3,19,0,0,6,6,1,1,0,0,0.5,12.4,0,1,Non-Dropout
0,0.0,0,1,0.0,20,120.0,6,120.0,9130,6,4,2,1.79,44,3,1,0,0,6,6,39,1,0,0,0.5,12.4,0,1,Dropout
6,15.16666667,6,1,14.71428571,19,141.3,6,142.0,9773,7,7,4,0.79,1,19,37,1,0,6,6,1,0,0,0,-0.3,13.9,0,1,Non-Dropout
6,15.33333333,6,1,16.71428571,20,135.6,6,147.0,9085,7,1,9,0.79,1,19,19,0,0,6,6,1,1,0,0,-0.3,13.9,0,3,Non-Dropout
6,11.66666667,6,1,10.85714286,19,121.5,7,125.0,9238,9,9,9,1.79,1,19,19,1,0,6,6,1,1,0,0,0.5,12.4,0,1,Non-Dropout
6,12.41666667,6,1,11.65833333,19,125.0,11,126.0,9500,8,9,9,1.79,1,19,19,0,0,8,7,1,1,0,0,0.5,12.4,0,4,Non-Dropout
6,12.0,5,1,11.6,22,119.1,7,132.0,9773,8,7,9,-3.12,18,37,19,1,0,6,6,1,1,0,0,-0.8,9.4,0,2,Non-Dropout
6,14.14285714,6,1,14.625,18,126.6,9,122.0,9670,8,7,5,2.02,1,12,12,0,0,6,6,1,1,0,0,0.6,11.1,0,1,Non-Dropout
6,12.66666667,6,1,12.16666667,18,116.7,8,123.0,9773,6,9,9,1.79,1,1,38,1,0,6,6,1,0,0,0,0.5,12.4,0,1,Non-Dropout
6,12.11666667,4,1,13.375,19,120.1,8,126.0,9500,12,181,131,1.79,1,1,19,0,0,7,7,1,1,0,0,0.5,12.4,0,3,Non-Dropout
6,12.83333333,6,1,12.5,19,124.9,6,128.0,9853,6,9,9,-1.7,1,38,37,1,0,6,6,1,0,0,0,3.7,12.7,0,1,Non-Dropout
5,12.56,5,0,12.56,31,114.0,8,100.0,9500,8,90,1,0.32,39,19,1,0,1,7,7,1,1,0,0,2.6,7.6,0,1,Dropout
8,14.23125,7,1,13.19,18,131.1,8,140.0,9500,7,3,4,2.02,17,1,1,0,0,8,7,1,1,0,0,0.6,11.1,0,5,Non-Dropout
4,11.25,3,1,11.0,19,129.3,9,145.0,9238,11,9,9,1.74,1,1,19,1,1,6,6,1,0,0,0,1.4,10.8,0,1,Non-Dropout
0,0.0,0,1,0.0,18,129.7,0,143.0,171,0,10,2,0.79,1,3,38,0,0,0,0,1,1,0,0,-0.3,13.9,0,1,Non-Dropout
6,11.71428571,5,1,11.6,19,120.8,10,132.0,9238,11,5,9,-4.06,17,37,38,1,0,6,6,1,0,0,0,2.8,15.5,0,1,Non-Dropout
6,14.26666667,6,1,14.26666667,19,135.0,7,130.0,9500,7,6,9,0.32,1,19,19,0,0,7,7,1,0,0,0,2.6,7.6,0,1,Non-Dropout
4,13.85714286,4,1,11.0,19,117.8,9,129.0,9147,6,7,9,1.74,1,37,37,1,0,5,5,1,0,0,0,1.4,10.8,0,1,Non-Dropout
7,12.42857143,9,1,12.66666667,30,130.0,7,124.4,8014,11,0,0,0.32,7,37,34,0,0,7,10,3,0,1,0,2.6,7.6,0,1,Non-Dropout
3,11.0,0,1,0.0,18,117.6,10,127.0,9773,6,5,5,-0.92,43,19,1,0,0,6,6,1,1,0,0,0.3,16.2,0,1,Non-Dropout
7,12.77142857,7,1,12.77142857,18,130.8,11,144.0,9500,11,6,3,-1.7,18,1,1,0,0,8,8,1,1,0,0,3.7,12.7,0,6,Non-Dropout
0,0.0,0,1,0.0,21,111.9,5,121.0,9085,12,3,2,-1.7,18,5,3,0,0,5,5,1,1,0,3,3.7,12.7,0,5,Dropout
6,13.57142857,6,1,15.5,19,145.9,7,150.0,9238,6,9,4,0.79,44,1,38,1,0,6,6,1,0,0,0,-0.3,13.9,0,1,Non-Dropout
5,14.6,6,1,13.28571429,19,109.1,9,115.0,9670,7,4,4,1.79,17,1,1,1,0,6,6,1,1,0,0,0.5,12.4,0,1,Non-Dropout
5,13.7,5,1,11.71666667,19,120.3,8,125.0,9500,11,8,4,0.79,1,3,19,0,0,7,7,1,1,0,0,-0.3,13.9,0,5,Non-Dropout
4,13.75,6,1,11.33333333,19,113.5,12,117.0,9130,8,4,4,3.51,17,19,19,0,0,6,6,1,1,0,0,1.4,8.9,0,1,Dropout
5,13.4,6,1,13.33333333,19,135.4,10,121.0,9670,6,7,4,3.51,1,1,19,1,0,6,6,1,1,0,0,1.4,8.9,0,2,Non-Dropout
2,10.0,4,1,12.33333333,39,130.2,14,140.0,9991,13,6,9,-0.92,39,37,37,1,0,5,5,1,0,4,0,0.3,16.2,0,1,Non-Dropout
6,12.83333333,6,1,12.33333333,18,136.4,6,129.0,9070,6,2,2,0.32,1,3,4,0,0,6,6,1,1,0,0,2.6,7.6,0,2,Non-Dropout
0,0.0,0,1,0.0,20,126.9,0,130.0,171,0,9,9,-1.7,17,3,1,0,0,0,0,1,1,0,0,3.7,12.7,0,1,Dropout
